account_id,loan_amount,interest_rate,credit_score,payment_history,balance,region,last_transaction_amount,age,income,account_type,is_anomaly,ai_explanation
187,84420.38,6.04,608,"[0, 0, 0, 0, 0]",84420.38,Manitoba,1433.44,34,34840.03,Personal,0,This record falls within expected operational limits.
188,36693.53,7.34,666,"[0, 0, 0, 0, 0]",36693.53,Ontario,362.98,66,125218.04,Mortgage,0,This record falls within expected operational limits.
189,68743.02,6.55,652,"[1, 1, 0, 0, 0]",66743.02,Manitoba,2616.0,61,104186.27,Mortgage,0,This record falls within expected operational limits.
190,28740.02,5.02,717,"[0, 0, 0, 1, 0]",27740.02,Quebec,1870.52,65,100315.54,Business,0,This record falls within expected operational limits.
191,27759.37,6.72,607,"[0, 0, 0, 0, 1]",26759.37,British Columbia,4649.13,34,64915.8,Mortgage,0,This record falls within expected operational limits.
192,92037.18,7.64,642,"[0, 0, 0, 0, 0]",92037.18,Quebec,2430.85,27,94181.67,Business,0,This record falls within expected operational limits.
193,72063.14,5.86,642,"[0, 0, 0, 0, 0]",72063.14,Ontario,4438.47,58,61677.55,Personal,0,This record falls within expected operational limits.
194,95127.25,6.79,667,"[1, 0, 0, 0, 0]",94127.25,Alberta,953.16,25,72368.05,Business,0,This record falls within expected operational limits.
195,82207.6,5.81,582,"[0, 0, 0, 0, 0]",82207.6,British Columbia,1786.86,39,118197.17,Business,0,This record falls within expected operational limits.
196,107431.63,5.7,705,"[0, 0, 0, 0, 0]",107431.63,British Columbia,2787.26,31,110375.89,Business,0,This record falls within expected operational limits.
197,51338.83,8.91,686,"[1, 0, 0, 1, 0]",49338.83,British Columbia,1243.25,51,100630.89,Business,0,This record falls within expected operational limits.
198,112819.43,5.61,573,"[0, 1, 0, 0, 0]",111819.43,Alberta,-146.65,56,84931.21,Mortgage,0,This record falls within expected operational limits.
199,38343.19,6.54,702,"[0, 0, 0, 0, 0]",38343.19,Quebec,1053.04,21,51374.48,Business,0,This record falls within expected operational limits.
200,102077.45,5.24,712,"[1, 0, 0, 0, 1]",100077.45,Ontario,4002.63,65,127615.05,Business,0,This record falls within expected operational limits.
201,77029.15,6.77,542,"[0, 0, 0, 0, 0]",77029.15,Quebec,1093.72,38,56476.26,Mortgage,0,This record falls within expected operational limits.
202,142199.28,4.84,546,"[0, 1, 1, 0, 0]",140199.28,Alberta,3325.2,37,92643.93,Business,0,This record falls within expected operational limits.
203,54713.08,7.38,666,"[0, 0, 0, 1, 0]",53713.08,Alberta,2369.1,69,56695.14,Business,0,This record falls within expected operational limits.
204,86256.64,2.03,603,"[1, 0, 0, 0, 0]",85256.64,Ontario,2445.03,61,128661.56,Personal,0,This record falls within expected operational limits.
205,105702.08,6.17,729,"[0, 0, 0, 0, 1]",104702.08,Quebec,1120.71,42,86271.41,Business,0,This record falls within expected operational limits.
206,42886.81,6.57,571,"[0, 0, 0, 0, 0]",42886.81,Ontario,977.25,21,64258.98,Personal,0,This record falls within expected operational limits.
207,113176.48,4.51,686,"[0, 0, 0, 0, 0]",113176.48,Alberta,2875.45,38,83562.53,Personal,0,This record falls within expected operational limits.
208,101744.61,5.74,693,"[0, 0, 0, 1, 0]",100744.61,Alberta,2697.71,41,93856.79,Mortgage,0,This record falls within expected operational limits.
209,68914.36,4.53,654,"[0, 0, 1, 0, 0]",67914.36,Quebec,1513.12,38,153588.19,Mortgage,0,This record falls within expected operational limits.
210,120665.89,3.71,613,"[0, 1, 0, 0, 0]",119665.89,Manitoba,-2175.63,51,98758.36,Personal,0,This record falls within expected operational limits.
211,168823.18,3.61,765,"[0, 0, 0, 1, 1]",166823.18,British Columbia,1548.41,65,70372.22,Mortgage,0,This record falls within expected operational limits.
212,105741.78,8.2,735,"[0, 1, 0, 0, 0]",104741.78,Alberta,1853.72,40,93323.43,Personal,0,This record falls within expected operational limits.
213,66288.11,3.55,710,"[0, 0, 0, 0, 0]",66288.11,Manitoba,518.83,60,63476.33,Personal,0,This record falls within expected operational limits.
214,47393.84,6.34,667,"[0, 0, 0, 0, 0]",47393.84,Alberta,-181.87,52,72395.5,Personal,0,This record falls within expected operational limits.
215,76828.22,6.92,645,"[0, 0, 0, 0, 1]",75828.22,Manitoba,-153.71,28,76836.93,Mortgage,0,This record falls within expected operational limits.
216,73763.01,6.54,672,"[0, 1, 0, 0, 0]",72763.01,Alberta,-1216.85,28,58383.19,Business,0,This record falls within expected operational limits.
217,133311.95,2.87,688,"[0, 0, 0, 0, 0]",133311.95,Quebec,4817.0,53,27390.38,Personal,0,This record falls within expected operational limits.
218,63966.87,4.46,553,"[0, 0, 0, 0, 0]",63966.87,Alberta,4909.64,56,68116.89,Personal,0,This record falls within expected operational limits.
219,145640.11,5.1,650,"[0, 0, 0, 0, 1]",144640.11,Manitoba,1776.76,65,64495.86,Mortgage,0,This record falls within expected operational limits.
220,146619.71,4.85,739,"[0, 0, 0, 0, 0]",146619.71,Ontario,4160.57,46,134534.51,Personal,0,This record falls within expected operational limits.
221,98847.68,5.26,648,"[0, 1, 0, 0, 0]",97847.68,Ontario,769.68,33,41525.5,Personal,0,This record falls within expected operational limits.
222,90107.72,6.79,635,"[1, 0, 0, 1, 1]",87107.72,Manitoba,896.07,57,121009.76,Personal,0,This record falls within expected operational limits.
223,108430.4,3.32,741,"[0, 0, 1, 0, 0]",107430.4,Manitoba,3294.74,33,93227.28,Mortgage,0,This record falls within expected operational limits.
224,80231.31,4.22,620,"[0, 0, 0, 0, 0]",80231.31,Alberta,2001.36,26,55272.18,Personal,0,This record falls within expected operational limits.
225,51217.29,4.12,655,"[0, 1, 0, 1, 0]",49217.29,Quebec,4747.62,25,79828.47,Business,0,This record falls within expected operational limits.
226,114722.23,5.45,719,"[0, 0, 0, 0, 0]",114722.23,Alberta,-1091.22,34,23617.62,Mortgage,0,This record falls within expected operational limits.
227,58431.26,4.8,683,"[1, 0, 0, 0, 0]",57431.26,Quebec,3167.06,68,80204.53,Business,0,This record falls within expected operational limits.
228,87286.37,8.15,750,"[0, 0, 0, 0, 0]",87286.37,British Columbia,4019.18,48,21956.29,Business,0,This record falls within expected operational limits.
229,122527.65,6.11,749,"[0, 0, 0, 0, 1]",121527.65,Quebec,1834.6,30,79867.39,Business,0,This record falls within expected operational limits.
230,88938.32,3.41,669,"[1, 0, 0, 0, 0]",87938.32,Ontario,1474.19,35,32176.3,Business,0,This record falls within expected operational limits.
231,115000.12,4.02,630,"[0, 0, 0, 0, 0]",115000.12,Ontario,-450.13,69,65322.84,Personal,0,This record falls within expected operational limits.
232,53467.77,5.64,588,"[0, 1, 0, 0, 0]",52467.77,Alberta,1858.75,55,60175.46,Business,0,This record falls within expected operational limits.
233,113916.34,4.6,500,"[0, 0, 0, 0, 1]",112916.34,Quebec,591.81,47,36822.95,Business,0,This record falls within expected operational limits.
234,21590.08,3.5,741,"[1, 1, 0, 0, 0]",19590.08,Alberta,-694.18,22,52651.07,Mortgage,0,This record falls within expected operational limits.
235,29218.48,6.83,779,"[0, 0, 0, 0, 0]",29218.48,British Columbia,2631.94,24,112161.42,Business,0,This record falls within expected operational limits.
236,8656.78,6.43,568,"[1, 0, 0, 0, 1]",6656.78,Quebec,4757.31,21,56039.69,Mortgage,0,This record falls within expected operational limits.
237,-14462.92,5.03,672,"[0, 1, 0, 0, 0]",-15462.92,Quebec,1966.74,32,76758.87,Business,0,This record falls within expected operational limits.
238,63484.94,5.27,555,"[0, 0, 0, 1, 1]",61484.94,Alberta,3561.63,54,56342.13,Personal,0,This record falls within expected operational limits.
239,141239.98,4.35,707,"[0, 0, 0, 0, 1]",140239.98,Ontario,3174.64,25,115641.76,Business,0,This record falls within expected operational limits.
240,83661.8,5.31,583,"[0, 0, 0, 0, 0]",83661.8,Ontario,518.75,36,87205.72,Business,0,This record falls within expected operational limits.
241,100222.23,4.53,610,"[0, 0, 0, 0, 0]",100222.23,Quebec,4809.78,51,129984.9,Personal,0,This record falls within expected operational limits.
242,61919.97,6.63,667,"[0, 0, 0, 0, 0]",61919.97,British Columbia,1056.13,64,68131.6,Personal,0,This record falls within expected operational limits.
243,93944.18,6.97,678,"[0, 1, 0, 0, 0]",92944.18,Alberta,2270.93,41,83775.96,Mortgage,0,This record falls within expected operational limits.
244,124265.82,3.62,608,"[0, 0, 0, 1, 1]",122265.82,Ontario,2841.05,23,78977.48,Mortgage,0,This record falls within expected operational limits.
245,112737.86,3.76,800,"[0, 1, 0, 0, 0]",111737.86,Ontario,817.12,36,81397.57,Personal,0,This record falls within expected operational limits.
246,41928.89,5.68,708,"[0, 0, 0, 0, 1]",40928.89,Quebec,1682.43,34,78216.99,Business,0,This record falls within expected operational limits.
247,98063.12,8.13,650,"[1, 0, 0, 0, 1]",96063.12,Quebec,-1453.7,60,91619.3,Mortgage,0,This record falls within expected operational limits.
248,72273.77,2.72,582,"[0, 0, 0, 1, 0]",71273.77,Manitoba,3369.95,29,80272.97,Personal,0,This record falls within expected operational limits.
249,22482.08,8.38,658,"[0, 0, 0, 1, 0]",21482.08,Ontario,-201.07,67,85883.21,Mortgage,0,This record falls within expected operational limits.
250,145196.01,6.85,495,"[0, 0, 0, 0, 0]",145196.01,British Columbia,1829.97,62,88490.87,Personal,0,This record falls within expected operational limits.
251,61427.42,7.49,658,"[0, 0, 0, 0, 0]",61427.42,Quebec,2088.84,68,108630.55,Mortgage,0,This record falls within expected operational limits.
252,81132.27,9.32,834,"[0, 0, 0, 1, 0]",80132.27,Quebec,2050.0,37,120685.62,Personal,0,This record falls within expected operational limits.
253,73567.02,4.79,672,"[0, 0, 1, 0, 0]",72567.02,Manitoba,1502.39,66,103888.11,Personal,0,This record falls within expected operational limits.
254,53592.34,5.69,665,"[0, 0, 0, 0, 0]",53592.34,Ontario,4557.89,60,63148.85,Personal,0,This record falls within expected operational limits.
255,34581.58,3.01,600,"[1, 0, 0, 0, 0]",33581.58,Manitoba,1709.68,32,70993.8,Personal,0,This record falls within expected operational limits.
256,80834.77,4.81,627,"[0, 0, 0, 0, 0]",80834.77,Quebec,3946.03,55,34774.67,Business,0,This record falls within expected operational limits.
257,39929.85,5.63,772,"[0, 0, 0, 0, 0]",39929.85,Quebec,6443.6,23,85571.2,Mortgage,0,This record falls within expected operational limits.
258,83838.64,4.99,665,"[0, 0, 0, 0, 0]",83838.64,Ontario,-1037.45,70,92376.88,Mortgage,0,This record falls within expected operational limits.
259,72030.13,8.2,730,"[0, 0, 0, 0, 0]",72030.13,Manitoba,1953.92,42,107470.0,Mortgage,0,This record falls within expected operational limits.
260,40577.3,1.04,692,"[0, 1, 0, 0, 0]",39577.3,British Columbia,1344.85,30,86916.5,Mortgage,0,This record falls within expected operational limits.
261,67789.94,7.96,583,"[1, 0, 0, 0, 0]",66789.94,Ontario,2109.68,66,61523.01,Business,0,This record falls within expected operational limits.
262,32503.54,2.88,558,"[0, 1, 0, 1, 1]",29503.54,Quebec,4193.05,61,94955.51,Mortgage,0,This record falls within expected operational limits.
263,95896.19,4.76,626,"[0, 0, 1, 0, 0]",94896.19,British Columbia,1805.36,50,67659.17,Mortgage,0,This record falls within expected operational limits.
264,108098.04,6.55,585,"[0, 1, 0, 0, 0]",107098.04,Quebec,1989.87,35,106764.79,Personal,0,This record falls within expected operational limits.
265,76673.28,5.61,736,"[0, 0, 0, 0, 0]",76673.28,Alberta,2112.32,67,74855.35,Mortgage,0,This record falls within expected operational limits.
266,7168.67,4.18,748,"[1, 1, 0, 0, 0]",5168.67,Manitoba,4717.33,24,101218.06,Mortgage,0,This record falls within expected operational limits.
267,14474.1,3.51,630,"[0, 0, 0, 0, 0]",14474.1,Manitoba,2408.85,55,52841.02,Mortgage,0,This record falls within expected operational limits.
268,84453.75,5.52,665,"[0, 0, 0, 0, 0]",84453.75,Manitoba,1969.51,57,69399.22,Business,0,This record falls within expected operational limits.
269,114453.32,6.18,576,"[0, 0, 0, 0, 0]",114453.32,Manitoba,400.41,44,58032.67,Personal,0,This record falls within expected operational limits.
270,73457.43,3.99,454,"[0, 0, 0, 1, 0]",72457.43,British Columbia,3405.85,55,88473.61,Mortgage,0,This record falls within expected operational limits.
271,156732.99,5.39,597,"[0, 0, 0, 0, 1]",155732.99,Ontario,1189.63,53,86435.59,Personal,0,This record falls within expected operational limits.
272,53999.06,5.51,776,"[0, 0, 1, 0, 0]",52999.06,Alberta,-289.42,65,89668.1,Personal,0,This record falls within expected operational limits.
273,71749.9,3.83,688,"[0, 0, 0, 0, 0]",71749.9,Ontario,631.6,31,106684.55,Mortgage,0,This record falls within expected operational limits.
274,93919.98,4.61,726,"[1, 1, 1, 1, 0]",89919.98,Quebec,1868.03,26,49580.97,Personal,0,This record falls within expected operational limits.
275,66681.61,2.6,695,"[1, 0, 0, 0, 0]",65681.61,British Columbia,2700.12,69,89028.63,Mortgage,0,This record falls within expected operational limits.
276,145852.07,6.31,686,"[0, 0, 0, 0, 0]",145852.07,Ontario,4130.94,68,137050.84,Mortgage,0,This record falls within expected operational limits.
277,142300.06,5.61,784,"[0, 1, 0, 0, 1]",140300.06,Ontario,1613.06,58,40625.41,Mortgage,0,This record falls within expected operational limits.
278,106008.04,7.99,699,"[0, 0, 0, 0, 0]",106008.04,Quebec,4053.47,27,94971.73,Mortgage,0,This record falls within expected operational limits.
279,27167.3,1.87,717,"[0, 0, 0, 1, 1]",25167.3,British Columbia,4722.21,55,119551.75,Mortgage,0,This record falls within expected operational limits.
280,8665.46,5.27,600,"[1, 1, 1, 1, 0]",4665.46,Manitoba,2327.83,60,96509.17,Personal,0,This record falls within expected operational limits.
281,107858.13,7.34,633,"[1, 0, 0, 0, 0]",106858.13,Manitoba,2328.35,68,38394.11,Personal,0,This record falls within expected operational limits.
282,55403.79,3.8,672,"[1, 0, 0, 0, 1]",53403.79,Quebec,2750.01,54,104306.21,Mortgage,0,This record falls within expected operational limits.
283,93782.45,5.43,611,"[1, 0, 0, 0, 0]",92782.45,Alberta,1630.63,36,35752.91,Mortgage,0,This record falls within expected operational limits.
284,113951.47,5.71,760,"[0, 0, 0, 0, 0]",113951.47,Quebec,152.17,53,70722.29,Business,0,This record falls within expected operational limits.
285,88400.58,4.21,705,"[0, 0, 1, 0, 0]",87400.58,Alberta,3489.76,41,100075.62,Personal,0,This record falls within expected operational limits.
286,84422.57,4.78,643,"[0, 0, 0, 0, 0]",84422.57,Quebec,1118.18,47,81965.12,Business,0,This record falls within expected operational limits.
287,119770.73,9.21,678,"[0, 1, 0, 0, 0]",118770.73,British Columbia,-2162.93,70,59094.1,Business,1,"This record shows an unusually high value compared to normal behavior. It exceeds typical operational ranges and falls beyond established thresholds, indicating a potential data integrity or risk concern."
288,184939.43,6.14,710,"[0, 0, 0, 1, 0]",183939.43,Alberta,1955.44,65,119460.09,Business,0,This record falls within expected operational limits.
289,85098.32,3.88,668,"[1, 0, 0, 1, 0]",83098.32,Manitoba,3275.2,52,59642.35,Business,0,This record falls within expected operational limits.
290,71398.25,4.74,809,"[1, 0, 1, 0, 0]",69398.25,Ontario,861.79,30,91994.16,Mortgage,0,This record falls within expected operational limits.
291,24441.42,5.63,560,"[0, 1, 1, 0, 0]",22441.42,British Columbia,2062.03,21,114836.81,Business,0,This record falls within expected operational limits.
292,55727.16,6.08,674,"[0, 0, 0, 0, 0]",55727.16,Manitoba,2529.52,33,50220.82,Business,0,This record falls within expected operational limits.
293,38207.45,3.86,676,"[0, 0, 0, 0, 0]",38207.45,Manitoba,484.91,37,37740.29,Mortgage,0,This record falls within expected operational limits.
294,129747.68,5.83,577,"[0, 0, 1, 0, 1]",127747.68,Ontario,1785.59,61,102567.71,Business,0,This record falls within expected operational limits.
295,21808.04,3.4,574,"[0, 0, 0, 0, 0]",21808.04,British Columbia,1519.01,24,114136.82,Business,0,This record falls within expected operational limits.
296,45789.47,4.63,579,"[1, 0, 1, 0, 0]",43789.47,Ontario,3269.34,24,138432.46,Personal,0,This record falls within expected operational limits.
297,108283.11,3.78,677,"[0, 0, 0, 0, 0]",108283.11,Ontario,-414.83,29,115474.35,Business,0,This record falls within expected operational limits.
298,108999.69,3.16,485,"[0, 0, 0, 0, 0]",108999.69,Quebec,2504.45,61,96139.89,Personal,0,This record falls within expected operational limits.
299,42320.68,5.53,705,"[0, 0, 0, 0, 0]",42320.68,Alberta,1637.96,70,98797.49,Personal,0,This record falls within expected operational limits.
300,46893.4,6.05,655,"[0, 0, 0, 0, 0]",46893.4,Manitoba,3752.51,64,131312.26,Mortgage,0,This record falls within expected operational limits.
301,36271.19,5.51,659,"[0, 0, 0, 0, 0]",36271.19,Alberta,2674.37,59,117865.93,Business,0,This record falls within expected operational limits.
302,85473.89,7.38,545,"[0, 0, 0, 0, 0]",85473.89,Alberta,1883.99,44,44323.28,Personal,0,This record falls within expected operational limits.
303,37657.17,5.69,691,"[1, 0, 0, 0, 0]",36657.17,British Columbia,1835.85,49,102306.33,Personal,0,This record falls within expected operational limits.
304,105009.27,7.3,549,"[0, 1, 0, 0, 0]",104009.27,Manitoba,4923.0,64,69159.59,Mortgage,0,This record falls within expected operational limits.
305,82166.71,7.26,631,"[0, 0, 0, 0, 0]",82166.71,Quebec,2790.58,47,61817.55,Mortgage,0,This record falls within expected operational limits.
306,109575.61,6.78,645,"[0, 0, 0, 0, 1]",108575.61,Ontario,492.83,41,53134.83,Mortgage,0,This record falls within expected operational limits.
307,109387.04,4.78,801,"[0, 0, 0, 0, 1]",108387.04,Quebec,2093.39,60,94571.48,Personal,0,This record falls within expected operational limits.
308,80573.65,6.62,634,"[0, 0, 0, 1, 0]",79573.65,Quebec,3596.8,32,63177.38,Personal,0,This record falls within expected operational limits.
309,146239.98,6.51,710,"[1, 0, 0, 0, 0]",145239.98,Ontario,1655.87,63,57710.21,Personal,0,This record falls within expected operational limits.
310,6033.32,7.45,646,"[0, 0, 0, 0, 1]",5033.32,British Columbia,-1127.71,69,106541.68,Personal,0,This record falls within expected operational limits.
311,52880.97,6.32,777,"[0, 0, 0, 1, 0]",51880.97,Quebec,-328.51,64,92434.04,Mortgage,0,This record falls within expected operational limits.
312,188124.54,6.49,686,"[0, 0, 0, 0, 0]",188124.54,Alberta,3550.28,33,86207.64,Personal,0,This record falls within expected operational limits.
313,48519.0,4.39,653,"[0, 0, 1, 0, 0]",47519.0,Ontario,1684.6,33,115200.96,Personal,0,This record falls within expected operational limits.
314,131720.49,5.74,631,"[0, 1, 0, 0, 0]",130720.49,Alberta,2032.16,43,101736.2,Business,0,This record falls within expected operational limits.
315,94354.61,4.03,589,"[0, 0, 0, 1, 1]",92354.61,Alberta,3437.09,45,56256.61,Personal,0,This record falls within expected operational limits.
316,67143.68,5.95,576,"[1, 0, 0, 0, 0]",66143.68,British Columbia,3105.27,59,-3181.53,Business,0,This record falls within expected operational limits.
317,67909.94,8.56,788,"[1, 0, 1, 0, 0]",65909.94,Alberta,-302.47,40,56805.66,Business,0,This record falls within expected operational limits.
318,38771.03,5.87,693,"[0, 0, 0, 0, 0]",38771.03,Ontario,2002.98,60,84226.65,Personal,0,This record falls within expected operational limits.
319,89395.88,4.88,649,"[1, 0, 1, 1, 0]",86395.88,Ontario,3093.53,68,72325.56,Personal,0,This record falls within expected operational limits.
320,78538.21,4.91,535,"[0, 0, 0, 0, 1]",77538.21,Alberta,2015.07,46,143490.06,Mortgage,0,This record falls within expected operational limits.
321,68568.89,6.5,641,"[0, 0, 0, 0, 0]",68568.89,Alberta,2997.77,37,45741.46,Mortgage,0,This record falls within expected operational limits.
322,53022.39,5.82,746,"[1, 0, 0, 0, 0]",52022.39,Quebec,1637.99,66,76711.82,Personal,0,This record falls within expected operational limits.
323,9000.7,5.14,683,"[0, 0, 0, 0, 0]",9000.7,Ontario,2606.79,70,40025.48,Business,0,This record falls within expected operational limits.
324,158232.66,4.91,627,"[0, 1, 0, 0, 0]",157232.66,Alberta,1108.38,43,50669.51,Mortgage,0,This record falls within expected operational limits.
325,99409.78,4.15,691,"[0, 0, 0, 0, 0]",99409.78,Alberta,3906.76,63,51846.34,Business,0,This record falls within expected operational limits.
326,10631.24,4.94,587,"[0, 0, 0, 0, 0]",10631.24,Manitoba,3944.02,67,49780.98,Mortgage,0,This record falls within expected operational limits.
327,34761.07,7.58,736,"[1, 0, 0, 0, 0]",33761.07,Ontario,3428.2,40,66427.0,Business,0,This record falls within expected operational limits.
328,56224.66,5.8,601,"[1, 0, 0, 0, 0]",55224.66,Manitoba,1631.76,39,96325.12,Business,0,This record falls within expected operational limits.
329,57881.3,4.01,581,"[1, 0, 0, 0, 0]",56881.3,Quebec,2401.63,52,106356.31,Mortgage,0,This record falls within expected operational limits.
330,66413.6,4.17,619,"[0, 0, 1, 0, 0]",65413.6,Alberta,26.73,69,74636.27,Personal,0,This record falls within expected operational limits.
331,50381.85,4.44,714,"[0, 0, 0, 0, 0]",50381.85,Manitoba,507.69,64,73987.48,Mortgage,0,This record falls within expected operational limits.
332,39378.57,2.79,759,"[0, 0, 0, 0, 1]",38378.57,Quebec,1234.52,35,126848.55,Personal,0,This record falls within expected operational limits.
333,9255.68,4.83,586,"[0, 0, 0, 0, 0]",9255.68,Ontario,2986.57,30,11192.05,Personal,0,This record falls within expected operational limits.
334,102787.57,4.26,680,"[0, 0, 0, 0, 0]",102787.57,Alberta,4467.55,27,86476.62,Business,0,This record falls within expected operational limits.
335,30769.9,5.8,560,"[0, 0, 0, 1, 0]",29769.9,Ontario,1258.36,36,67018.76,Mortgage,0,This record falls within expected operational limits.
336,48279.81,5.96,661,"[0, 0, 1, 0, 0]",47279.81,Quebec,1798.76,29,72463.47,Personal,0,This record falls within expected operational limits.
337,-16193.28,4.21,601,"[0, 0, 0, 0, 0]",-16193.28,British Columbia,2020.39,22,67997.42,Business,0,This record falls within expected operational limits.
338,17239.39,4.57,747,"[1, 1, 1, 0, 0]",14239.39,Quebec,-674.87,27,43126.0,Business,0,This record falls within expected operational limits.
339,122743.78,4.25,580,"[1, 0, 0, 1, 0]",120743.78,Manitoba,1617.13,49,75249.86,Mortgage,0,This record falls within expected operational limits.
340,64528.19,6.82,681,"[0, 1, 0, 0, 0]",63528.19,Ontario,2127.79,40,93057.36,Business,0,This record falls within expected operational limits.
341,90414.81,4.75,604,"[0, 1, 0, 0, 1]",88414.81,Manitoba,3206.57,27,98499.15,Mortgage,0,This record falls within expected operational limits.
342,111880.47,2.95,575,"[0, 0, 0, 1, 0]",110880.47,Ontario,928.11,39,74824.73,Mortgage,0,This record falls within expected operational limits.
343,64833.63,7.06,535,"[0, 0, 0, 0, 0]",64833.63,Ontario,2975.76,39,37516.66,Mortgage,0,This record falls within expected operational limits.
344,27335.45,4.25,643,"[0, 0, 0, 0, 0]",27335.45,Quebec,1079.71,55,136787.71,Business,0,This record falls within expected operational limits.
345,79732.31,6.58,623,"[0, 0, 0, 0, 0]",79732.31,Manitoba,2284.63,44,30888.52,Mortgage,0,This record falls within expected operational limits.
346,28369.87,5.74,593,"[0, 0, 0, 0, 0]",28369.87,Quebec,5529.68,33,49114.31,Business,0,This record falls within expected operational limits.
347,123582.4,5.66,731,"[0, 0, 0, 0, 0]",123582.4,Quebec,1006.77,60,63657.6,Business,0,This record falls within expected operational limits.
348,125065.6,4.07,647,"[0, 0, 0, 1, 0]",124065.6,Manitoba,2347.69,27,4872.48,Business,0,This record falls within expected operational limits.
349,125939.27,5.22,755,"[0, 1, 1, 0, 0]",123939.27,Quebec,2974.76,46,76655.41,Mortgage,0,This record falls within expected operational limits.
350,57179.93,6.8,802,"[0, 0, 0, 0, 0]",57179.93,British Columbia,1332.64,61,98407.28,Mortgage,0,This record falls within expected operational limits.
351,74510.55,3.51,613,"[0, 0, 0, 0, 0]",74510.55,Ontario,2332.71,62,73339.84,Mortgage,0,This record falls within expected operational limits.
352,103723.68,3.4,653,"[0, 0, 0, 0, 0]",103723.68,Manitoba,1318.2,64,111886.04,Business,0,This record falls within expected operational limits.
353,50862.75,3.78,663,"[0, 0, 1, 0, 0]",49862.75,Ontario,1250.83,57,142739.07,Personal,0,This record falls within expected operational limits.
354,54928.79,4.04,722,"[0, 0, 1, 0, 1]",52928.79,Quebec,2061.21,64,105961.03,Mortgage,0,This record falls within expected operational limits.
355,19851.82,8.07,567,"[0, 0, 0, 0, 0]",19851.82,Alberta,2636.51,28,58771.89,Mortgage,0,This record falls within expected operational limits.
356,79551.05,9.06,583,"[0, 0, 0, 0, 0]",79551.05,British Columbia,1213.11,63,45362.0,Personal,0,This record falls within expected operational limits.
357,74050.19,4.25,719,"[1, 1, 0, 0, 1]",71050.19,Alberta,4611.14,57,51646.5,Personal,0,This record falls within expected operational limits.
358,46527.76,4.63,751,"[1, 0, 1, 0, 0]",44527.76,Alberta,1981.75,30,99940.85,Personal,0,This record falls within expected operational limits.
359,68665.41,6.42,548,"[0, 0, 0, 0, 0]",68665.41,Alberta,1679.04,64,67048.69,Personal,0,This record falls within expected operational limits.
360,70263.26,5.85,574,"[1, 1, 0, 0, 0]",68263.26,British Columbia,5030.55,62,112287.21,Business,0,This record falls within expected operational limits.
361,63794.1,5.06,748,"[0, 1, 1, 0, 1]",60794.1,Ontario,2622.18,47,110616.79,Personal,0,This record falls within expected operational limits.
362,50826.18,5.68,612,"[0, 0, 1, 0, 1]",48826.18,British Columbia,192.39,26,51086.95,Personal,0,This record falls within expected operational limits.
363,114459.58,5.06,556,"[0, 0, 0, 1, 0]",113459.58,Manitoba,4609.13,67,77883.1,Business,0,This record falls within expected operational limits.
364,120954.48,6.03,816,"[1, 0, 0, 0, 0]",119954.48,Manitoba,-1100.96,36,94568.0,Business,0,This record falls within expected operational limits.
365,57560.7,6.06,667,"[0, 0, 0, 1, 0]",56560.7,Manitoba,3158.87,67,108921.63,Business,0,This record falls within expected operational limits.
366,156926.97,4.84,740,"[0, 0, 1, 0, 0]",155926.97,British Columbia,4871.42,48,84947.33,Mortgage,0,This record falls within expected operational limits.
367,98157.75,6.25,667,"[0, 1, 0, 0, 0]",97157.75,Alberta,1361.61,44,22403.37,Personal,0,This record falls within expected operational limits.
368,-10472.84,6.72,656,"[1, 0, 0, 0, 0]",-11472.84,Manitoba,3339.76,45,69307.7,Business,0,This record falls within expected operational limits.
369,70309.52,1.99,732,"[0, 0, 0, 0, 0]",70309.52,Manitoba,183.39,58,53669.75,Personal,0,This record falls within expected operational limits.
370,30609.72,5.65,650,"[0, 0, 0, 0, 0]",30609.72,Manitoba,1874.24,69,16229.46,Business,0,This record falls within expected operational limits.
371,146705.23,3.87,683,"[0, 0, 0, 0, 0]",146705.23,Quebec,-303.21,26,77986.73,Personal,0,This record falls within expected operational limits.
372,13328.86,5.2,633,"[1, 0, 0, 0, 1]",11328.86,Alberta,2841.25,34,98376.38,Mortgage,0,This record falls within expected operational limits.
373,-20506.14,6.56,794,"[1, 0, 0, 0, 0]",-21506.14,Alberta,452.55,24,100232.64,Personal,1,"This record shows an unusually high value compared to normal behavior. It exceeds typical operational ranges and falls beyond established thresholds, indicating a potential data integrity or risk concern."
374,84162.64,8.76,698,"[0, 0, 0, 0, 1]",83162.64,Ontario,3977.87,27,115780.51,Business,0,This record falls within expected operational limits.
375,75333.95,8.42,644,"[0, 0, 1, 0, 0]",74333.95,Alberta,813.4,42,59012.3,Mortgage,0,This record falls within expected operational limits.
376,20072.21,4.72,597,"[0, 0, 0, 0, 1]",19072.21,Quebec,3181.69,29,118169.64,Mortgage,0,This record falls within expected operational limits.
377,40199.92,6.63,530,"[0, 0, 0, 0, 0]",40199.92,Quebec,1061.6,54,64013.37,Personal,0,This record falls within expected operational limits.
378,110342.17,7.68,628,"[0, 0, 0, 0, 0]",110342.17,British Columbia,418.78,63,117736.67,Mortgage,0,This record falls within expected operational limits.
379,115025.94,4.13,604,"[1, 0, 0, 0, 0]",114025.94,Alberta,4385.52,22,48285.75,Business,0,This record falls within expected operational limits.
